tiempo,crudo,filtrado,fusion,kalman,distancia
41.568,99.71881693283336,101.67799117437997,203.261112659821,192.0748657644993,2.3923660000000058
41.6,106.89701803652059,103.24369923302214,204.17449094146687,192.67043377995753,2.3943128000000065
41.632,99.53338083133454,102.13060371251586,203.01698781020298,193.00013363497993,2.3961968000000065
41.664,101.825413566099,102.0390466685908,200.79556038540233,192.8680857984814,2.3980808000000065
41.696,105.3035847199358,103.01840808399429,202.03350805014347,192.93257038351675,2.400027600000007
41.728,103.06327057231435,103.03186683049032,201.69412231209304,192.92395544473234,2.401974400000008
41.76,103.94745724930854,103.30654395613577,205.50859758577542,193.6587436803913,2.403858400000008
41.792,103.10196205825386,103.2451693867712,204.7392425759801,194.12128573029605,2.405742400000008
41.824,98.83038129060833,101.92073295792233,203.00719299852204,194.08374544242432,2.407752000000009
41.856,97.25740000277268,100.52173307137741,202.86288544787774,194.12974725802334,2.409636000000009
41.888,104.9966842177044,101.8642184152755,202.7362371396322,194.14449983068707,2.411520000000009
41.92,104.07647961527665,102.52789677527585,202.6267947991766,194.08534007680032,2.41346680000001
41.952,98.40623104366985,101.29139705579404,201.21463320753566,193.7812903559771,2.4154136000000106
41.984,97.80654561088397,100.24594162232101,201.45196006073303,193.62666180455574,2.4172976000000106
42.016,99.48268857940911,100.01696570944745,202.42582079895104,193.67628700735446,2.4191816000000106
42.048,99.84738849813462,99.9660925460536,200.8389727110183,193.37828125916468,2.4211284000000113
42.08,102.78789739991848,100.81263400221306,201.82310502181423,193.31233931023715,2.4230752000000075
42.112,97.17236472384565,99.72055321870283,199.8199951126235,192.94720813557421,2.4249592000000075
42.144,104.95965589764981,101.29228402238692,200.47842362728346,192.71590536227794,2.426906000000004
42.176,99.54124822793187,100.7669732840504,200.55710956568635,192.54070977467453,2.4288528000000045
42.208,100.7790328745355,100.77059116119591,202.79484630076647,192.85368229134085,2.4307368000000045
42.24,100.38311636342608,100.65434872186495,201.48887703007262,192.87363037173827,2.4326208000000045
42.272,99.26743870498376,100.23827571680059,201.35717972718055,192.81469765876957,2.434567600000005
42.304,106.97034538337664,102.2578966167734,203.21717191359807,193.10308557911523,2.436514400000006
42.336,101.20722390881477,101.94269480438581,202.96945368997206,193.345872977228,2.438398400000006
42.368,100.68458008590565,101.56526038884175,202.82182201878388,193.51799549499503,2.440282400000006
42.4,97.21880874370603,100.26132489530103,201.2764313162079,193.327819036107,2.4422292000000065
42.432,105.77513063756498,101.91546661798021,202.9465456993471,193.4743505920081,2.4441760000000072
42.464,102.0665749032793,101.96079910356994,203.31200651940907,193.71194115633915,2.4460600000000072
42.496,98.47782523822318,100.91590694396591,202.1420374221966,193.64333356712433,2.448006800000008
42.528,103.92202370865922,101.8177419733739,202.79330830695392,193.7050221909449,2.4499536000000086
42.56,104.18051825199112,102.52657485695906,205.49408039347298,194.2958117128094,2.4518376000000086
42.592,99.36139549176869,101.57702104740194,203.19042873346126,194.36271458090133,2.4537216000000086
42.624,101.46012940651002,101.54195355513436,202.76035162023834,194.28823195243115,2.4556684000000093
42.656,101.32595615881544,101.47715433623867,204.1223302745921,194.4737452428432,2.45761520000001
42.688,104.11290288067437,102.26787889956938,204.730765838001,194.7872397688361,2.45949920000001
42.72,110.42014219899724,104.71355788939775,206.31400727631825,195.33055532736574,2.46138320000001
42.752,96.07631675712523,102.12238554971599,203.83188480822466,195.22340741664766,2.4633928000000114
42.784,102.1444709931616,102.12901118274966,202.44938012766636,194.98828981557816,2.4652768000000114
42.816,90.99127069785038,98.78768903727988,199.15728435366452,194.19986676967827,2.4671608000000114
42.848,97.3852930523642,98.36697024180518,199.10634607417705,193.49349327572807,2.469107600000012
